acctype__cat,light__cat,numvehs__int,pop_group__cat,road_def1__cat,rdsurf__cat,rodwycls__cat,weather1__cat,contrib1__cat,drv_age__int,drv_inj__cat,drv_sex__cat,object1__cat,sobriety__cat,vehtype__cat,vehyr__int,severity__cat
E,C,1,9,H,A,1,A,A,28,0,F,17,B,A,2004,3
E,D,1,9,H,A,8,B,A,22,3,F,17,B,A,2008,3
E,A,1,5,H,B,3,C,A,48,4,F,17,B,A,1991,4
E,D,1,7,H,B,1,B,H,48,4,F,17,B,A,1999,4
E,C,1,7,D,B,1,B,A,26,3,M,17,B,A,2001,3
E,D,1,5,H,B,1,B,A,22,0,F,18,B,A,2003,0
E,D,1,9,H,B,1,C,A,22,0,F,18,B,A,1999,0
E,C,1,4,A,B,10,B,N,29,0,F,18,B,A,2000,0
F,C,1,6,H,B,1,B,A,33,0,F,18,B,A,1999,0
E,C,1,7,H,B,1,C,A,40,0,F,18,B,A,2001,0
E,C,1,4,H,B,1,B,A,22,2,F,18,B,A,1993,2
E,C,1,6,H,A,4,B,A,26,2,F,18,B,A,1993,2
E,C,1,9,H,B,1,B,A,26,3,F,18,B,A,2007,3
E,D,1,1,H,A,6,A,A,28,3,F,18,B,A,2002,3
E,D,1,9,D,A,1,B,A,28,3,F,18,B,A,2001,3
E,C,1,9,H,B,8,B,A,38,4,F,18,B,A,2000,4
E,C,1,6,H,B,4,B,A,18,0,M,18,B,A,2001,0
E,D,1,9,H,A,1,A,A,19,0,M,18,B,A,2000,0
E,C,1,7,H,B,1,C,A,21,0,M,18,B,A,2006,0
E,A,1,7,H,A,1,A,A,23,0,M,18,B,A,2003,0
E,C,1,9,H,A,8,A,A,23,0,M,18,B,A,1998,3
E,C,1,7,H,B,1,C,A,24,0,M,18,B,A,2000,0
E,C,1,6,H,A,4,A,A,25,0,M,18,B,A,1990,0
E,C,1,5,H,B,1,C,A,25,0,M,18,B,A,1997,0
E,C,1,7,H,B,99,C,A,32,0,M,18,B,A,2000,0
E,C,1,7,H,A,1,A,A,33,0,M,18,B,A,2002,0
E,C,1,6,H,B,1,B,A,53,0,M,18,B,A,1994,0
E,D,1,9,H,B,6,C,A,59,0,M,18,B,A,1995,0
E,B,1,7,H,A,4,A,A,32,3,M,18,B,A,2001,3
E,C,1,5,H,A,4,A,A,43,4,M,18,B,A,1993,4
E,C,1,6,H,B,1,C,A,39,0,M,19,B,A,2000,0
E,D,1,9,H,B,9,B,A,40,1,M,19,B,A,2003,1
E,C,1,9,H,A,1,A,A,21,3,F,23,B,A,2000,3
E,D,1,9,H,A,8,A,A,38,3,F,23,B,A,1999,3
E,C,1,6,H,B,1,B,A,22,0,M,23,B,A,1998,0
E,D,1,6,H,B,4,C,A,51,0,M,23,B,A,2004,0
E,D,1,9,H,A,8,A,A,27,2,M,23,B,A,1996,2
F,A,1,9,H,B,8,B,A,27,3,M,23,B,A,1993,3
E,D,1,9,H,B,6,B,A,32,3,M,23,B,A,1992,3
F,D,1,9,H,B,1,A,A,51,4,M,23,B,A,2004,4
F,C,1,3,H,B,1,B,A,20,0,F,24,B,A,2008,0
E,C,1,5,H,A,1,A,A,23,0,F,24,B,A,2002,0
E,C,1,5,H,B,1,C,A,30,2,F,24,B,A,1994,2
E,C,1,9,H,C,8,E,A,20,3,F,24,B,A,1997,3
F,C,1,9,H,A,8,A,A,22,3,F,24,B,A,1999,3
E,C,1,7,H,A,1,A,A,26,0,M,24,B,A,1999,0
E,D,1,9,H,B,8,C,N,21,1,M,24,B,A,2005,1
E,D,1,9,H,B,8,B,A,20,3,M,24,B,A,2000,3
E,C,1,6,H,B,1,B,A,19,0,F,26,B,A,2004,0
E,D,1,9,H,B,8,B,A,54,4,F,26,B,A,1999,4
E,A,1,5,H,A,1,A,A,19,3,M,26,B,A,2003,3
E,D,1,9,H,B,8,B,A,21,3,M,26,B,A,1996,3
E,D,1,9,H,A,6,A,A,46,0,F,27,B,A,1989,0
E,C,1,9,H,C,3,B,A,47,0,F,27,B,A,2005,0
E,D,1,9,H,A,1,A,A,19,0,M,27,B,A,2005,0
E,C,1,9,H,B,1,C,N,25,1,M,28,B,A,2004,1
E,C,1,5,H,A,1,B,A,19,0,M,29,B,A,2001,0
E,D,1,5,H,A,1,B,A,33,3,M,29,B,A,2004,3
E,C,1,7,H,B,1,B,A,23,0,M,30,B,A,2000,0
E,D,1,6,H,B,1,C,A,23,0,M,30,B,A,2004,0
E,D,1,5,H,B,1,C,A,26,0,M,30,B,A,1998,0
E,C,1,7,H,B,1,B,A,32,4,M,30,B,A,2006,2
E,D,1,9,H,C,9,B,A,20,0,M,41,B,A,1988,0
E,C,1,7,H,B,1,C,M,31,0,M,43,B,A,1998,0
F,D,1,9,H,B,9,B,A,19,3,F,44,B,A,1983,3
F,D,1,9,H,A,1,B,A,22,4,F,44,B,A,2004,4
F,A,1,7,H,A,1,A,A,31,0,M,44,B,A,2000,0
F,C,1,9,H,B,1,B,H,35,0,M,44,B,A,2000,0
F,A,1,9,H,B,8,B,A,43,0,M,44,B,A,1986,0
F,C,1,6,H,A,1,A,A,27,2,M,44,B,A,1994,2
F,C,1,4,H,B,1,C,L,41,3,M,44,B,A,2006,3
E,A,1,5,H,A,1,A,A,26,0,M,45,B,A,1996,0
E,D,1,5,H,A,1,A,A,33,0,M,45,B,A,1999,0
E,C,1,7,H,B,1,B,A,23,3,M,45,B,A,1990,3
F,C,1,7,H,A,99,A,A,26,0,F,99,B,A,2002,0
E,C,2,6,H,B,1,C,N,24,0,F,---,B,A,2004,3
E,C,2,9,H,A,1,A,A,18,0,M,---,B,A,2003,0
C,B,4,7,C,B,1,C,N,26,0,M,---,B,A,2001,3
A,C,2,7,H,B,1,C,A,32,3,F,V1,B,A,1996,3
D,C,3,6,H,B,1,C,I,20,0,M,V1,B,A,1999,3
C,C,2,4,H,A,4,A,A,30,0,M,V1,B,A,2002,0
C,D,2,7,H,A,1,A,A,23,3,M,V1,B,A,2003,3
A,C,2,7,H,A,4,A,N,40,4,M,V1,B,A,1989,4
A,C,2,5,H,A,5,A,A,22,0,F,V2,B,A,1998,0
H,D,1,9,H,B,9,B,N,22,0,F,V2,B,A,1992,0
C,C,2,6,H,B,1,C,A,25,0,F,V2,B,A,2003,0
C,C,2,7,H,A,1,A,A,34,0,F,V2,B,A,2005,0
C,D,2,4,H,B,1,C,A,35,0,F,V2,B,A,1999,4
B,D,2,6,H,A,1,A,A,42,0,F,V2,B,A,2005,0
C,C,2,5,H,B,1,B,A,44,0,F,V2,B,A,1997,4
C,C,2,7,H,A,1,B,A,54,0,F,V2,B,A,2001,0
B,D,2,9,H,C,8,D,A,54,0,F,V2,B,A,1999,0
C,D,2,9,H,B,1,B,A,25,2,F,V2,B,A,2003,1
B,D,2,9,H,B,8,A,A,40,2,F,V2,B,A,1998,2
B,C,2,7,H,A,1,A,A,18,3,F,V2,B,A,1997,3
B,D,2,6,H,A,1,A,A,22,3,F,V2,B,A,2003,3
B,C,2,9,H,B,6,B,A,20,0,M,V2,B,A,2007,0
D,C,2,4,H,A,4,A,A,21,0,M,V2,B,A,1997,4
C,D,2,9,H,B,4,B,A,23,0,M,V2,B,A,2003,0
B,C,3,7,H,B,1,C,A,23,0,M,V2,B,A,2000,0
B,D,2,9,H,B,4,B,A,23,0,M,V2,B,A,2003,3
C,C,3,7,H,B,4,B,N,24,0,M,V2,B,A,2000,0
B,C,2,4,H,A,1,A,A,25,0,M,V2,B,A,2004,0
C,A,2,7,H,B,1,B,A,25,0,M,V2,B,A,1996,0
C,C,3,6,H,A,1,A,A,25,0,M,V2,B,A,1998,4
A,C,2,4,H,A,6,A,A,25,0,M,V2,B,A,1999,4
C,C,2,5,H,A,5,B,A,25,0,M,V2,B,A,1989,4
C,B,2,6,H,A,1,A,A,27,0,M,V2,B,A,2005,0
C,C,2,6,H,A,1,A,A,27,0,M,V2,B,A,2004,4
B,A,2,4,H,A,1,B,A,29,0,M,V2,B,A,2000,0
C,B,3,7,C,B,1,C,A,29,0,M,V2,B,A,1994,0
C,D,3,5,H,B,1,A,A,29,0,M,V2,B,A,1991,4
B,A,2,7,H,A,1,A,A,32,0,M,V2,B,A,1993,0
B,C,2,7,H,B,1,B,A,33,0,M,V2,B,A,1997,0
C,C,2,7,H,B,4,C,N,35,0,M,V2,B,A,1989,3
B,C,2,6,D,A,1,B,A,40,0,M,V2,B,A,1990,0
B,C,2,9,H,B,4,B,A,40,0,M,V2,B,A,2001,0
B,D,2,9,H,A,1,A,A,43,0,M,V2,B,A,2000,0
C,C,2,9,H,A,4,A,A,43,0,M,V2,B,A,1985,0
C,D,2,5,H,B,1,B,A,44,0,M,V2,B,A,1999,4
C,D,2,5,H,A,6,A,A,45,0,M,V2,B,A,2002,0
C,C,3,9,H,A,1,A,A,46,0,M,V2,B,A,1998,4
C,A,2,6,H,A,1,B,A,47,0,M,V2,B,A,1993,0
B,C,2,7,H,B,1,B,A,47,0,M,V2,B,A,2003,0
B,C,2,9,H,B,1,C,A,47,0,M,V2,B,A,1998,0
C,C,2,7,H,A,1,B,A,49,0,M,V2,B,A,2000,0
C,A,2,3,H,B,1,B,A,50,0,M,V2,B,A,1994,0
C,D,2,6,H,B,1,B,A,56,0,M,V2,B,A,1999,0
A,D,2,9,H,A,8,A,A,37,2,M,V2,B,A,1999,2
D,C,2,9,H,A,9,B,A,61,2,M,V2,B,A,1992,2
A,C,2,9,H,A,1,A,A,18,3,M,V2,B,A,2003,2
C,D,2,5,H,A,1,A,A,20,3,M,V2,B,A,2008,3
D,D,2,9,H,A,8,B,A,21,3,M,V2,B,A,2000,3
A,C,2,4,H,B,1,B,A,25,3,M,V2,B,A,2004,2
D,C,2,3,H,A,4,A,A,28,3,M,V2,B,A,1985,3
D,D,2,6,H,A,1,A,A,39,3,M,V2,B,A,2004,3
C,C,2,9,H,A,1,A,A,28,4,M,V2,B,A,1996,4
A,D,2,7,H,B,1,C,A,29,4,M,V2,B,A,2006,4
B,D,2,9,H,B,3,C,A,30,4,M,V2,B,A,1999,2
C,D,2,5,H,A,1,A,A,32,4,M,V2,B,A,1995,4
E,C,1,7,H,A,99,A,N,48,0,M,15,C,A,1996,0
E,D,1,9,H,B,6,B,N,28,4,F,16,C,A,2002,4
E,D,1,9,H,B,6,B,N,31,0,M,16,C,A,1990,0
E,C,1,6,H,A,1,A,N,22,4,M,16,C,A,1993,4
F,B,1,5,H,A,99,B,N,20,3,F,18,C,A,2003,3
E,C,1,5,H,B,1,B,H,24,0,M,18,C,A,1996,0
F,D,1,7,H,A,1,B,N,39,0,F,23,C,A,1989,0
F,C,1,6,H,A,1,A,N,29,3,F,44,C,A,2005,3
F,A,1,7,H,A,1,A,N,30,3,M,44,C,A,2008,3
B,D,2,7,H,B,1,B,N,30,0,M,V1,C,A,2000,0
B,A,2,6,H,B,1,B,N,50,0,M,V1,C,A,1999,0
H,C,2,2,H,C,4,D,N,20,3,M,V1,C,A,2006,3
B,D,2,9,H,B,8,A,N,21,3,M,V1,C,A,1995,2
B,A,2,5,H,A,1,A,N,17,0,F,V2,C,A,1998,0
A,A,2,9,H,C,8,B,N,57,3,F,V2,C,A,2005,3
H,C,2,2,H,C,4,D,N,20,0,M,V2,C,A,2008,3
D,D,2,9,H,A,1,B,N,22,0,M,V2,C,A,1997,0
B,A,2,6,H,B,1,B,A,29,0,M,V2,C,A,1998,0
C,C,3,5,H,A,1,A,N,33,0,M,V2,C,A,2004,4
C,C,3,7,H,A,1,A,N,64,4,F,V3,C,A,2007,4
E,D,1,5,H,A,1,A,N,26,2,M,24,D,A,2004,2
C,A,2,3,H,B,1,B,G,998,0,M,V1,D,A,2006,0
D,A,2,7,H,B,1,B,N,18,4,M,V2,D,A,1996,4
E,A,1,9,H,A,3,A,N,36,0,M,11,G,A,1998,0
E,C,1,4,H,B,1,C,N,50,0,M,13,G,A,1997,0
E,A,1,7,H,A,1,A,N,998,0,M,15,G,A,1990,2
E,A,2,7,H,B,1,B,N,44,0,F,16,G,A,2005,0
E,C,1,7,H,A,1,A,N,26,3,F,16,G,A,1991,3
E,C,2,5,H,B,1,B,K,52,2,M,16,G,A,2002,2
E,E,1,9,H,B,1,C,N,35,4,M,16,G,A,2004,4
H,C,1,3,H,B,4,C,N,42,0,F,18,G,A,1996,0
C,A,2,6,H,B,4,B,N,18,0,M,18,G,A,1962,4
E,A,2,9,H,B,6,C,N,24,0,M,18,G,A,2002,0
E,D,1,9,H,B,8,B,N,34,0,M,24,G,A,2006,0
F,D,1,3,H,A,1,A,N,998,0,M,24,G,A,1992,0
E,D,1,9,H,A,6,A,N,18,0,M,27,G,A,1999,0
C,A,3,7,H,B,1,B,A,998,0,F,---,G,A,1993,4
C,C,3,6,H,A,1,A,N,50,4,F,---,G,A,2008,4
E,A,2,9,H,A,6,A,N,25,0,M,---,G,A,2002,4
E,A,3,7,H,B,1,C,A,26,0,M,---,G,A,2003,0
D,A,3,9,H,B,1,C,N,27,0,M,---,G,A,2005,0
C,A,2,5,H,A,1,A,N,24,0,F,V1,G,A,1995,0
C,C,2,5,H,A,1,A,N,36,0,F,V1,G,A,2001,0
D,A,2,4,H,A,1,A,N,35,1,F,V1,G,A,2007,1
C,D,2,5,H,B,1,B,H,18,0,M,V1,G,A,1992,0
C,C,2,9,H,A,4,A,N,24,0,M,V1,G,A,1989,0
C,D,3,9,H,A,1,A,I,27,0,M,V1,G,A,2001,0
B,B,2,7,H,B,1,A,N,33,0,M,V1,G,A,2000,0
C,D,2,5,H,B,1,B,N,49,0,M,V1,G,A,1991,0
C,A,2,7,H,A,2,A,N,998,0,M,V1,G,A,2005,0
C,D,2,7,H,A,1,A,N,29,3,M,V1,G,A,1998,2
C,A,3,7,H,B,1,B,A,52,4,M,V1,G,A,1987,4
C,C,2,7,H,A,2,A,N,22,0,F,V2,G,A,2005,0
B,D,2,5,H,B,1,B,N,23,0,F,V2,G,A,2008,0
B,A,2,7,H,B,1,B,N,41,0,F,V2,G,A,2006,4
B,A,2,3,H,A,1,A,N,44,0,F,V2,G,A,2006,0
B,A,2,9,H,B,1,B,N,55,0,F,V2,G,A,2002,0
B,A,2,9,H,A,1,A,N,998,0,F,V2,G,A,2001,0
C,B,3,6,H,A,1,A,N,998,0,F,V2,G,A,1991,4
D,A,3,9,H,B,10,C,A,24,1,F,V2,G,A,2006,1
B,A,2,6,H,A,1,B,N,19,0,M,V2,G,A,2007,0
D,A,2,9,H,A,8,B,N,19,0,M,V2,G,A,1999,0
B,A,2,9,H,B,6,C,N,19,0,M,V2,G,A,1995,0
C,C,2,6,H,B,1,B,N,20,0,M,V2,G,A,1995,0
C,C,2,9,H,A,4,A,N,21,0,M,V2,G,A,1992,0
C,A,2,5,H,A,1,A,L,23,0,M,V2,G,A,2002,0
B,C,2,9,H,B,1,C,N,23,0,M,V2,G,A,1996,0
C,A,2,9,H,A,6,B,N,25,0,M,V2,G,A,2008,0
C,D,3,7,H,B,1,B,N,26,0,M,V2,G,A,1994,4
C,D,2,9,H,B,6,C,N,28,0,M,V2,G,A,2001,4
B,A,2,7,H,B,1,B,N,31,0,M,V2,G,A,1995,0
C,C,2,2,H,B,1,B,N,38,0,M,V2,G,A,1998,0
C,C,2,5,H,B,1,C,N,38,0,M,V2,G,A,1992,0
C,A,3,7,H,B,1,B,N,46,0,M,V2,G,A,2004,4
C,C,3,7,H,A,1,A,N,57,0,M,V2,G,A,2003,0
C,A,2,7,H,A,1,A,H,60,0,M,V2,G,A,1994,4
B,A,2,9,H,A,6,A,N,66,0,M,V2,G,A,2007,0
C,A,2,9,H,A,4,A,N,93,0,M,V2,G,A,2000,0
C,A,2,6,H,A,1,A,N,998,0,M,V2,G,A,1987,0
C,A,2,6,H,A,1,A,N,998,0,M,V2,G,A,1988,0
D,A,2,7,H,A,1,A,N,998,0,M,V2,G,A,1995,0
C,C,2,7,H,A,1,A,N,998,0,M,V2,G,A,1997,0
B,D,2,9,H,A,1,A,N,998,0,M,V2,G,A,2000,0
D,A,2,6,H,A,4,B,N,998,0,M,V2,G,A,1996,0
D,C,2,6,H,B,4,B,N,998,0,M,V2,G,A,1991,4
D,B,2,9,H,B,9,E,N,53,1,M,V2,G,A,1997,1
C,A,2,7,H,B,1,B,N,61,1,M,V2,G,A,2006,1
C,D,2,6,H,B,6,B,N,22,3,M,V2,G,A,1998,3
B,A,2,7,H,A,1,A,N,37,3,M,V2,G,A,1999,3
E,B,2,4,H,B,1,A,N,38,0,M,V3,G,A,2003,0
C,A,2,3,H,A,3,A,F,21,0,F,V2,H,A,2004,0
C,A,2,6,H,B,1,A,N,44,4,F,V2,H,A,2007,4
F,D,1,4,H,A,1,A,N,44,0,F,44,A,B,2001,4
E,A,2,9,H,A,3,A,N,31,0,M,98,A,B,2007,0
E,C,2,6,H,B,1,C,N,52,0,M,---,A,B,1999,0
C,C,2,7,H,B,99,B,N,45,0,M,V1,A,B,2003,0
E,A,1,9,H,B,8,B,A,43,0,M,26,B,B,1986,0
E,D,1,9,H,A,8,A,A,63,1,M,15,A,C,1997,1
E,A,1,9,H,A,8,A,N,28,3,M,15,A,C,2006,3
E,A,1,9,H,A,8,A,N,30,4,M,15,A,C,2003,4
E,C,1,6,H,A,1,A,N,59,4,M,18,A,C,2007,4
E,A,1,9,B,A,8,A,N,36,4,M,23,A,C,2005,4
E,A,1,9,H,A,8,A,N,21,0,M,44,A,C,1992,0
F,D,2,5,H,A,1,A,N,27,3,M,44,A,C,2005,3
F,A,1,9,H,A,8,B,N,55,3,M,44,A,C,2007,3
F,A,2,7,H,A,1,A,N,27,4,M,44,A,C,2002,4
F,A,2,6,H,A,1,B,N,51,4,M,44,A,C,1983,4
F,A,1,4,G,A,1,A,N,55,4,M,44,A,C,2006,4
E,A,1,5,H,A,1,B,N,41,3,M,46,A,C,2006,3
H,B,1,7,H,A,1,A,N,43,0,M,99,A,C,2005,0
B,A,2,9,H,A,1,A,N,20,0,M,V1,A,C,2006,0
D,C,2,6,H,A,4,B,N,22,3,M,V1,A,C,2007,3
C,C,2,5,H,A,1,B,G,31,3,M,V2,A,C,2006,3
E,C,1,9,E,A,1,A,N,28,0,M,15,<,D,2001,0
B,D,1,9,H,A,6,B,F,25,0,F,16,<,D,2006,0
E,A,1,9,H,B,9,B,A,51,4,M,26,<,D,2003,4
E,A,1,9,H,A,1,A,N,62,3,M,28,<,D,1998,3
E,A,1,9,H,B,8,B,N,51,3,M,43,<,D,2005,3
F,A,1,4,H,B,1,B,L,41,0,M,44,<,D,1996,0
B,D,2,9,H,A,8,A,N,17,4,M,V1,<,D,1989,4
D,C,2,6,H,A,1,A,A,21,0,F,V2,<,D,2000,0
C,A,2,4,H,A,99,B,A,40,3,F,V2,<,D,1994,3
B,B,2,9,H,A,6,A,A,22,4,F,V2,<,D,2006,4
C,A,2,6,H,A,1,B,N,26,0,M,V2,<,D,1981,0
C,A,2,7,H,B,1,C,A,44,0,M,V2,<,D,1988,0
D,A,2,4,H,A,1,A,A,56,2,M,V2,<,D,2004,1
E,A,1,5,H,B,1,B,H,20,0,F,1,A,D,2001,0
E,C,1,9,H,B,1,B,N,23,3,F,1,A,D,2005,3
E,D,1,7,H,B,1,B,N,24,0,M,1,A,D,2006,0
E,D,1,7,H,B,1,B,N,37,0,M,1,A,D,1987,0
E,A,1,6,H,B,1,C,N,43,0,M,1,A,D,2003,0
E,D,1,7,H,B,1,C,N,52,0,M,1,A,D,1998,0
E,A,1,9,H,B,1,B,N,26,3,M,1,A,D,1991,3
F,A,1,5,H,B,1,B,N,46,3,M,1,A,D,2003,3
E,A,2,3,H,A,6,B,L,25,0,M,3,A,D,2000,0
E,A,1,9,H,A,6,A,N,38,0,M,6,A,D,2003,4
E,C,1,4,H,B,1,C,A,23,0,M,7,A,D,2001,0
E,C,1,9,H,C,3,D,N,17,0,M,10,A,D,2001,0
E,C,1,7,H,B,1,B,N,27,0,M,10,A,D,2006,0
E,C,1,9,H,C,8,D,A,38,0,M,10,A,D,2007,0
E,A,1,6,H,B,1,B,N,27,3,M,10,A,D,1991,3
E,A,1,6,H,A,1,B,L,24,0,M,11,A,D,2006,0
E,D,1,9,H,B,9,B,N,35,0,M,11,A,D,2005,0
E,A,1,9,H,A,8,A,N,17,0,M,13,A,D,2007,4
E,A,1,4,H,A,1,A,N,32,0,M,13,A,D,2003,0
E,D,1,4,H,B,1,C,N,47,0,M,13,A,D,2003,0
E,A,1,9,H,B,9,B,N,52,0,M,13,A,D,2007,0
E,A,1,9,H,B,6,B,N,40,4,M,13,A,D,2001,3
E,A,1,7,H,A,1,A,F,49,4,M,13,A,D,1997,4
E,A,1,7,H,B,1,C,A,21,0,F,15,A,D,2003,0
E,A,1,7,H,B,1,B,H,30,0,F,15,A,D,2001,0
E,D,1,9,B,C,6,C,N,56,0,F,15,A,D,2003,0
E,A,1,7,H,B,1,B,H,21,0,M,15,A,D,2004,0
E,D,1,9,H,A,6,A,N,26,0,M,15,A,D,2006,0
E,A,1,7,H,B,1,C,N,27,0,M,15,A,D,2007,0
E,A,2,9,H,A,99,B,N,28,0,M,15,A,D,2002,0
E,A,1,9,H,B,1,B,N,34,0,M,15,A,D,2007,0
E,D,1,1,H,B,1,C,N,35,0,M,15,A,D,2004,0
E,C,1,5,H,B,1,B,F,37,0,M,15,A,D,2006,0
E,A,1,7,H,B,1,B,F,37,0,M,15,A,D,1999,0
E,A,2,7,D,A,1,B,N,42,0,M,15,A,D,2006,0
E,A,1,9,G,C,10,A,N,46,0,M,15,A,D,1994,0
E,A,1,9,H,A,6,B,F,53,0,M,15,A,D,2008,0
E,D,1,4,H,B,1,B,N,52,3,M,15,A,D,1983,2
E,D,1,7,H,B,1,B,N,45,4,M,15,A,D,2005,4
E,D,1,9,H,B,9,C,N,22,0,F,16,A,D,1999,0
E,D,1,4,H,B,1,C,H,33,0,F,16,A,D,2000,0
E,C,1,9,H,B,1,C,N,46,0,F,16,A,D,2003,3
E,A,1,9,H,B,6,C,N,55,4,F,16,A,D,2001,4
B,C,2,6,H,B,1,B,N,59,4,F,16,A,D,2005,3
E,A,1,9,H,A,1,B,N,19,0,M,16,A,D,1999,0
B,A,2,9,H,C,6,C,A,20,0,M,16,A,D,2000,0
E,D,1,5,H,B,1,B,N,21,0,M,16,A,D,2006,0
E,D,2,5,H,B,1,C,N,22,0,M,16,A,D,1995,4
E,A,1,9,H,B,1,B,N,25,0,M,16,A,D,1998,0
E,A,1,9,H,B,6,B,N,26,0,M,16,A,D,2005,4
E,A,1,5,H,B,1,C,L,27,0,M,16,A,D,2003,0
E,C,1,7,H,B,1,C,N,28,0,M,16,A,D,1998,0
E,A,1,9,H,B,1,C,N,30,0,M,16,A,D,2002,0
E,D,1,5,H,B,1,B,N,31,0,M,16,A,D,2006,0
E,A,1,9,H,B,6,C,A,39,0,M,16,A,D,2006,0
E,D,1,4,H,B,1,B,N,41,0,M,16,A,D,2001,0
E,A,1,5,H,B,1,C,N,44,0,M,16,A,D,2003,0
E,A,1,9,H,B,6,C,N,45,0,M,16,A,D,2007,0
B,A,1,6,H,A,1,A,N,46,0,M,16,A,D,2004,0
E,A,1,9,H,B,1,B,N,46,0,M,16,A,D,2002,0
E,D,2,7,H,B,1,B,N,47,0,M,16,A,D,1999,4
E,A,1,7,H,B,1,B,N,50,0,M,16,A,D,2005,0
E,A,2,9,F,B,1,C,N,54,0,M,16,A,D,2003,0
E,A,1,5,H,B,1,B,M,60,0,M,16,A,D,1999,0
E,A,1,9,H,B,1,B,N,60,0,M,16,A,D,2006,0
E,A,1,9,H,B,1,B,N,66,0,M,16,A,D,2006,0
E,A,1,9,H,B,9,B,N,69,0,M,16,A,D,2003,0
E,B,1,7,H,B,1,C,N,19,3,M,16,A,D,1998,3
E,A,1,6,H,B,1,B,N,25,4,M,16,A,D,2002,4
E,B,1,6,H,B,1,C,K,29,4,M,16,A,D,2000,4
E,A,1,9,H,B,6,C,N,31,4,M,16,A,D,2002,4
E,D,1,7,H,B,1,C,N,34,4,M,16,A,D,2001,3
E,A,1,7,H,B,1,C,N,41,4,M,16,A,D,2004,4
F,D,1,9,H,B,6,B,N,42,4,M,16,A,D,1992,4
E,D,1,7,H,B,1,B,N,21,0,M,17,A,D,2005,0
E,A,1,9,H,B,6,B,N,47,0,M,17,A,D,2007,0
E,A,1,7,H,B,1,A,N,62,0,M,17,A,D,2004,0
E,D,1,9,H,B,6,C,A,19,2,F,18,A,D,2005,2
E,A,1,5,H,B,1,C,H,17,0,M,18,A,D,2007,0
E,A,1,5,H,B,1,C,H,18,0,M,18,A,D,1987,0
E,C,1,7,H,B,1,B,N,19,0,M,18,A,D,2000,0
E,A,1,7,H,B,1,C,A,21,0,M,18,A,D,2002,0
E,C,1,7,H,B,1,C,N,26,0,M,18,A,D,1999,0
E,A,1,9,H,B,9,B,N,27,0,M,18,A,D,1995,0
F,A,1,5,H,B,1,B,A,34,0,M,18,A,D,1999,0
E,A,1,5,H,B,1,B,H,37,0,M,18,A,D,2006,0
F,A,1,9,H,B,1,C,N,37,0,M,18,A,D,2007,0
E,A,1,7,H,B,1,B,N,38,0,M,18,A,D,2005,0
E,B,1,9,H,B,6,B,N,45,0,M,18,A,D,1996,0
E,A,1,7,H,B,1,C,N,45,0,M,18,A,D,2001,0
E,D,1,9,H,B,8,B,N,48,0,M,18,A,D,2004,0
E,A,2,9,H,A,1,B,N,51,0,M,18,A,D,1994,0
E,A,1,5,H,B,1,B,N,52,0,M,18,A,D,2003,0
E,A,1,6,H,A,1,A,N,56,3,M,18,A,D,1981,3
F,A,1,6,H,B,1,B,K,18,4,M,18,A,D,2000,4
E,A,1,7,H,B,1,B,N,68,4,M,18,A,D,2001,4
E,D,1,9,H,B,8,B,A,44,0,F,23,A,D,1999,0
F,C,1,5,H,B,1,C,N,70,3,F,23,A,D,2002,3
F,A,1,9,H,B,10,B,N,20,0,M,23,A,D,2004,0
E,A,1,9,H,B,8,B,J,21,0,M,23,A,D,2007,4
F,D,1,9,H,C,8,B,N,33,0,M,23,A,D,2004,0
F,D,1,9,H,A,8,A,N,35,0,M,23,A,D,1993,0
F,A,1,9,H,B,8,C,N,53,4,M,23,A,D,2007,4
F,C,1,7,H,B,1,B,H,17,0,F,24,A,D,2001,0
F,A,1,9,H,B,9,B,N,27,0,F,24,A,D,1997,0
F,C,1,9,F,B,1,C,E,18,0,M,24,A,D,2003,0
E,A,1,5,H,B,1,B,N,22,0,M,24,A,D,2002,0
E,D,1,9,H,B,3,C,N,40,0,M,24,A,D,1994,0
E,A,1,9,H,C,8,B,N,63,0,M,24,A,D,2004,0
E,A,1,7,H,A,1,C,N,42,2,M,24,A,D,1988,2
F,A,1,9,H,A,8,A,A,17,3,M,24,A,D,1993,3
F,A,1,6,H,B,1,B,N,20,4,M,24,A,D,2000,4
E,D,1,3,H,B,1,C,N,40,4,M,24,A,D,2005,4
F,A,1,9,H,B,8,B,N,18,0,M,26,A,D,1997,0
E,A,1,9,H,B,1,B,N,21,0,M,26,A,D,2000,0
E,A,1,5,H,B,1,C,N,27,0,M,27,A,D,2005,0
E,A,1,7,H,B,1,C,N,17,3,M,27,A,D,2003,3
E,C,1,6,D,B,1,B,N,19,3,F,28,A,D,2001,3
E,D,1,6,H,B,1,B,K,39,4,F,28,A,D,1998,4
E,A,1,9,H,B,3,C,N,37,0,M,28,A,D,1992,0
E,A,1,9,H,C,7,D,N,34,2,M,28,A,D,2003,2
E,B,1,9,H,A,8,B,N,26,4,M,28,A,D,2005,4
E,D,1,3,H,B,1,B,N,43,4,M,29,A,D,1989,3
E,C,2,6,H,B,1,B,N,22,0,F,30,A,D,1999,0
E,A,1,9,H,B,8,B,N,38,0,M,41,A,D,1994,0
E,A,1,9,H,B,99,C,N,35,0,M,42,A,D,2007,0
